Time Period,IP Year-on-Year,IP Quarter-on-Quarter,RG Year-on-Year,RG Quarter-on-Quarter,RS Year-on-Year,RS Quarter-on-Quarter,Country
2021-07-01,0.15906174212429836,-0.007279600217282467,0.10187939961196202,0.02983533274974781,0.05031473921466567,-0.004972652753237328,China
2021-10-01,0.1797861666456939,0.13446511961604646,0.10243123914987828,0.1188215378520443,0.034631841269814556,0.1565005228302545,China
2022-01-01,0.13759124132568123,-0.12869123636655388,0.08484864779402268,-0.17046640773195665,-0.03525522698898942,-0.16345486535359954,China
2022-04-01,0.054760707592448554,0.0748893667499011,0.033931508379730246,0.08175568580089476,-0.04603242300824395,-0.009023430539448651,China
2022-07-01,0.054380567599315865,-0.0076373806344327555,0.05717363668478037,0.05298538160970856,0.03504281555867461,0.07959214955695337,China
2022-10-01,-0.00846205760617691,0.0668493378845414,0.024827600173550346,0.08458927830913687,-0.027190753140120316,0.08696411945074711,China
2023-01-01,0.012764666691943871,-0.1100383637800223,0.052076147286147956,-0.1484104198110906,0.10581279521866249,-0.04908149603233414,China
2023-04-01,-0.002068079316687177,0.05914675497765476,0.05418389060297124,0.0839228894990911,0.10702880736072373,-0.007933698582852977,China
2023-07-01,0.007567178897615046,0.001944104717054529,0.03907942434633016,0.03789808772575154,0.04228977300134984,0.016457610690790103,China
2023-10-01,0.022287166696811855,0.08243540456688758,0.04161612883232957,0.08723708599668156,0.08340011002454206,0.12983651678230945,China
2014-01-01,0.06980030477000487,-0.02486877170314139,0.030129708870688887,0.008138851646962264,0.030266343825665842,0.013095238095238049,United Kingdom
2014-04-01,0.024429930938687727,0.022441314942795332,0.032764879446662176,0.009289350268774088,0.039806996381182014,0.01292596944770863,United Kingdom
2014-07-01,0.01698568981130033,0.001535716339584381,0.03228559289753585,0.007800390108897881,0.02741358760429069,0.0,United Kingdom
2014-10-01,0.021133004926108256,0.022620317525529732,0.03258087460820169,0.0069629976547560535,0.0452380952380953,0.01856148491879339,United Kingdom
2015-01-01,0.0038426341919908236,-0.041380215726917746,0.02700732429540431,0.0026972317699018866,0.04582843713278506,0.013667425968109326,United Kingdom
2015-04-01,-0.0003985086703984786,0.018121594363710747,0.02385349640910306,0.0061899323552665475,0.0417633410672853,0.008988764044943753,United Kingdom
2015-07-01,-0.017097466314165977,-0.015195553722477162,0.01976604327880027,0.003777024584710631,0.04640371229698381,0.0044543429844099425,United Kingdom
2015-10-01,-0.018622836937876586,0.021033308704101916,0.01840847469869744,0.005622473192353983,0.034168564920273425,0.006651884700665134,United Kingdom
2016-01-01,-0.004199167591335984,-0.02729102013746243,0.01925678643591322,0.003532456389213623,0.04157303370786525,0.020925110132158586,United Kingdom
2016-04-01,0.03522373595243855,0.0584281577889989,0.018701772215557577,0.00564203340745717,0.04120267260579058,0.008629989212513456,United Kingdom
2016-07-01,0.030018315590961686,-0.020147450533469113,0.01917068520412779,0.004239067645097627,0.0509977827050998,0.013903743315508033,United Kingdom
2016-10-01,0.05457881686263666,0.04537956497670215,0.019734702491748468,0.006178992790037086,0.05506607929515428,0.010548523206751037,United Kingdom
2017-01-01,0.08894209460215152,0.004404542394484734,0.024672906862491573,0.008392199173503201,0.01941747572815533,-0.013569937369519836,United Kingdom
2017-04-01,0.028678416476137336,-0.00014683360557132819,0.025357269581047115,0.006313685708662087,0.022459893048128343,0.011640211640211673,United Kingdom
2017-07-01,0.045298084980440745,-0.004316628874922013,0.02748969029932269,0.00632756914352961,0.01371308016877637,0.0052301255230124966,United Kingdom
2017-10-01,0.04396442437964643,0.04404580041832662,0.028703458664983916,0.007367586936695147,0.010438413361169019,0.007284079084287187,United Kingdom
2018-01-01,0.015702066245540935,-0.022786844807759832,0.02079663808432719,0.0006414949966688788,0.011640211640211673,-0.012396694214876103,United Kingdom
2018-04-01,0.029821491074553785,0.013752273319690866,0.016047116567699193,0.0016315498899939218,0.01882845188284521,0.01882845188284521,United Kingdom
2018-07-01,0.029513651401134267,-0.004614263801414498,0.012778236463824033,0.0030899592776931772,0.02809573361082207,0.014373716632443356,United Kingdom
2018-10-01,0.020940825643416927,0.035351964530009994,0.006736522008720325,0.0013581496359404976,0.026859504132231482,0.006072874493927127,United Kingdom
2019-01-01,0.0256357055755132,-0.018293050146545142,0.013433094094283726,0.007297524411079115,0.049163179916318134,0.0090543259557343,United Kingdom
2019-04-01,-0.006616610463037076,-0.018126354273094503,0.014936448521245538,0.0031173975828377998,0.03490759753593431,0.004985044865403854,United Kingdom
2019-07-01,0.017144867711278433,0.019195109996080095,0.018984569911080662,0.00709083039233005,0.030364372469635637,0.009920634920634885,United Kingdom
2019-10-01,-0.026737319973157425,-0.009315723101533724,0.01760578953317138,3.219435085632938e-06,0.014084507042253502,-0.00982318271119842,United Kingdom
2020-01-01,-0.050282740453538644,-0.04204275656924972,-0.016614737143377467,-0.026576351071826987,-0.017946161515453585,-0.022817460317460236,United Kingdom
2020-04-01,-0.27892003983764446,-0.25450506218731395,-0.2189889649559944,-0.203317573947569,-0.11309523809523803,-0.09238578680203036,United Kingdom
2020-07-01,-0.09355934330902649,0.2811892381436696,-0.09429564394335721,0.16787921182143317,0.035363457760314354,0.17897091722595082,United Kingdom
2020-10-01,-0.009347336535791118,0.08272285705314464,-0.0819198717381191,0.013667515036043909,0.039682539682539764,-0.005692599620493399,United Kingdom
2021-01-01,-0.01536804093427846,-0.04786475412883595,-0.0666557525065361,-0.010392083290960752,-0.006091370558375608,-0.06583969465648842,United Kingdom
2021-04-01,0.34866797117160986,0.021117724284055228,0.25652127887016385,0.07253933746861763,0.21029082774049201,0.10520939734422874,United Kingdom
2021-07-01,0.06413120751523871,0.01088887716150344,0.09386152621177013,0.016694391536838937,0.001897533206830948,-0.02402957486136792,United Kingdom
2021-10-01,0.04340538812174222,0.06163493271635878,0.09512604806272762,0.014839331295829705,0.003816793893129722,-0.0037878787878786735,United Kingdom
2022-01-01,0.1116771487323509,0.014435048340129875,0.11470010329352198,0.00729596280451883,0.05107252298263543,-0.02186311787072237,United Kingdom
2022-04-01,0.1486438426256289,0.0550730380058968,0.04279321321609042,0.0033521471066473296,-0.07024029574861379,-0.022351797862002032,United Kingdom
2022-07-01,0.1611629712238163,0.021906607272460965,0.026838505895599774,0.0011389954661960022,-0.06439393939393934,-0.017892644135188873,United Kingdom
2022-10-01,0.1467143962793136,0.048424804362982465,0.015133078873888817,0.0032706886484792363,-0.07129277566539927,-0.011133603238866363,United Kingdom
2023-01-01,0.1387023099722713,0.007347197008916506,0.008683157725753343,0.0008958368819829143,-0.05053449951409139,0.0,United Kingdom
2023-04-01,0.09383818408208655,0.013503850707428322,0.005332209651204511,1.890919175817629e-05,-0.0248508946322068,0.004094165813715467,United Kingdom
2023-07-01,0.039024453812722903,-0.029302533116543517,0.0031314430746689492,-0.0010525917708753552,-0.020242914979757054,-0.013251783893985736,United Kingdom
2023-10-01,0.013759058922382161,0.02293082623969811,-0.0034997571146482276,-0.0033614320236735606,-0.019447287615148467,-0.010330578512396715,United Kingdom
2014-01-01,0.022363315577427656,0.006805445021716761,0.01650817555938011,-0.0034509598528477126,0.022987779619824344,0.00897678053574058,United States
2014-04-01,0.03175923411760695,0.013764193063684926,0.026891521587272926,0.012918421292132942,0.048361284962114004,0.024066220924026327,United States
2014-07-01,0.03337662955657561,0.005626722070779966,0.03059782928201682,0.012153914093167906,0.04560747028011769,0.006679766613055138,United States
2014-10-01,0.032413236900117326,0.0058523984067155865,0.026858351011456394,0.0050573313621204985,0.041356388423558155,0.0011492649582012238,United States
2015-01-01,0.014001894336990395,-0.011149225918355432,0.03969299498818479,0.009004849775657187,0.024075042852517603,-0.007767224313540488,United States
2015-04-01,-0.013670906220537793,-0.013902120464612588,0.032790878609270546,0.0061940508675886186,0.01665978933838952,0.016651031288846152,United States
2015-07-01,-0.018583237695840693,0.0006182803342549281,0.024473213664345517,0.004002450612528241,0.019475034935772184,0.00946737640214268,United States
2015-10-01,-0.037507979392211954,-0.013543537708978426,0.02119861312664817,0.0018447912646364362,0.014406162493717511,-0.0038284909903293363,United States
2016-01-01,-0.03322293797711107,-0.0067468345950292274,0.017950168913805964,0.005795194060450148,0.02390102245894954,0.0015200923515086284,United States
2016-04-01,-0.023104177260641068,-0.0035811386395382394,0.01493250832714721,0.003211240684381167,0.018483965706286742,0.011272331381975365,United States
2016-07-01,-0.02113311313684818,0.0026372088096040525,0.018057615310855146,0.007093902550786346,0.018288787918722793,0.009273926514095088,United States
2016-10-01,-0.00814430227105245,-0.0004540190134386668,0.021815663030564147,0.005542991127484687,0.03245194940889973,0.010027045986420235,United States
2017-01-01,-0.0007594617399229175,0.0006484107520010607,0.020874616941966906,0.004868902100417571,0.0483924433817331,0.016983015352371567,United States
2017-04-01,0.01706705963063504,0.014195043816988662,0.023304137937582903,0.005598725623111145,0.03756243905848056,0.0008257817239818444,United States
2017-07-01,0.010882616337730688,-0.003459491405513271,0.024108214121745908,0.00788524130554702,0.03824933910028605,0.009942098641591235,United States
2017-10-01,0.02572400801597796,0.014220932523450136,0.029941434967617697,0.011270466267692791,0.0535892524420889,0.024949980945121908,United States
2018-01-01,0.030748503377988623,0.005550073635520514,0.03328810094759116,0.008134098018182323,0.04119679766822992,0.005021127933413139,United States
2018-04-01,0.028136154081141784,0.0116246479339015,0.032989628465220244,0.005308251410129694,0.052705391056681705,0.011888144766526443,United States
2018-07-01,0.04024283143050811,0.008275135720705817,0.03130030640718684,0.0062369742531143135,0.04670271214430888,0.004183262228539153,United States
2018-10-01,0.027201188440754143,0.0015055290474013105,0.02125110751484538,0.001416442191157108,0.02667735651015346,0.005340795225521777,United States
2019-01-01,0.0118188122643752,-0.009508076287696121,0.019335587266003706,0.006243180824466066,0.02109482845662991,-0.000443645011558913,United States
2019-04-01,-0.0055890422664039985,-0.005779866093242991,0.022421256946982382,0.0083514584070854,0.025071390431968377,0.01582885214025409,United States
2019-07-01,-0.01371090760609961,4.003451430834026e-05,0.02797216868642849,0.01170001856591063,0.03276082172848804,0.011716004119586954,United States
2019-10-01,-0.02021908577077136,-0.005103057082375351,0.03351776524198091,0.006818778695641736,0.03155387419796818,0.004165892416856609,United States
2020-01-01,-0.027202034813168074,-0.01656736324638275,0.012803523711091058,-0.013924410858419556,0.01299898248485043,-0.01842298704290868,United States
2020-04-01,-0.14603939851885317,-0.1272341699515993,-0.07502365636804686,-0.07908965237823118,-0.03812772800026154,-0.035440683687315455,United States
2020-07-01,-0.06646993040131866,0.09322074273964098,-0.014130616990899902,0.07830225060408158,0.06772659935528558,0.12305564890243392,United States
2020-10-01,-0.04578949245172981,0.01693683768297327,-0.010185963149321409,0.010847255116152033,0.07703307111954683,0.012918359134511226,United States
2021-01-01,-0.02694942035493908,0.00284967485182519,0.017645426008244813,0.013801861389137748,0.16306723387259625,0.05998607833483294,United States
2021-04-01,0.1326396472110578,0.01590729456681661,0.12239255267606008,0.015700448738243278,0.27343322093081635,0.05608845402778995,United States
2021-07-01,0.04281015045785841,0.006517553952041011,0.04976584269450757,0.008528493962201456,0.1182724618141422,-0.013782438992430257,United States
2021-10-01,0.03817508358406285,0.01241677212068737,0.05722678042919083,0.01803158911042524,0.13807235870358747,0.030852878451703036,United States
2022-01-01,0.04519447984640723,0.00963022600418606,0.04014891174672086,-0.002574544675622348,0.10954886293162214,0.03341965820126025,United States
2022-04-01,0.03877958061922815,0.009672145946667099,0.024789231663651545,0.0007017944333989057,0.07666879802378301,0.024792620129041598,United States
2022-07-01,0.0356060694709357,0.0034426045229092317,0.02296385574228066,0.0067320820054652675,0.0881088133418384,-0.0033035024563566884,United States
2022-10-01,0.018358258145007467,-0.004444826110060474,0.013163292014694905,0.008278279245403475,0.05373842371586779,-0.0017089523551093722,United States
2023-01-01,0.008597681118463818,-4.669615009711414e-05,0.02280809081508517,0.006920437930648227,0.034951144616784724,0.014994645780586291,United States
2023-04-01,-0.0003394984040659965,0.000725445596120533,0.028294617391073418,0.006069738859241891,0.008380179436021207,-0.0015175387307126975,United States
2023-07-01,-0.0008974881308809746,0.00288250370480303,0.032363075652528384,0.01071522787323076,0.024051963910182383,0.01218669956684404,United States
2023-10-01,-0.0009105749268912833,-0.0044578664410805935,0.03196217040603089,0.00788672702737836,0.03140840037669235,0.005462426565003176,United States
